"N3611",7.26444,8755,8371,22998,7.26444,485,7810,720,2765,10250,500,620,23060,9600,0,2785,1195,250,2470,1130,10190,430,12430,610,1555,470,9595,220,68911.3010393024,13350,3274.80711610487,18310,8780,9510,28883.7162752594,34764.2955580866,24699.1929547844,13.3123975969416,96717.5208655332,68020.7122302158,34607.4074074074,2845,8755,8371,151484.8,0,5.25963449457453,2260,23.1873387096774,1225.25585379783,1244.28212450029,421115.041347801,450829.664534552,33.6534246575342,884.680639634495,8365,6200,2190,967.139234723015,12745,6560,6200,61.9198901530012,66.6537347560976,57.996935483871,7.13134562573558,5.78650914634146,8.38427419354839,6620,2795,3820,564.482072281096,2100,2305,840,1965,810,825,1250,210,3540,1940,110,825,6540,5325,32940,1000,220,2085,3235,2.99571865443425,9975,6260,0.0210887903295939,0.339594747369336,0.0313070701800157,0.120227845899643,0.445690929646056,0.0217410209583442,0.0269588659883468,0.417427602400209,0,0.121097486737977,0.0519610400904426,0.0108705104791721,0.10740064353422,0.0491347073658579,0.540481781024437,0.443082007131055,0.018697278024176,0.0490748189863234,0.12510056315366,0.0378117457763475,0.771922767497989,0.0176991150442478,0.796156187494565,0.58048525958779,0.923238696109359,0.454472843450479,0.956139348943461,0.353225806451613,0.554178624228194,1.05806451612903,0.731675392670157,1.14926304640069,0.690162202805118,0.00292079389839185,278185,0.00301957330553409,0.00706364469687438,0.00291173140176501,0.00296565235364955,0.00449341265704477,0.000754893326383522,0.0127253446447508,0.00697377644373349,0.00039542031381994,0.00296565235364955,0.494648318042813,0.0336391437308868,0.152905198776758,0.186544342507645,0.762614678899083,1.5515587529976,0.22,-0.00660927037133554
"N3612",11.88388,6070,5560,17550,11.88388,785,6545,675,3680,4815,425,425,17325,8375,10,995,1970,715,1205,760,9390,305,7635,455,795,230,5590,570,73239.3336330935,10200,2921.22598039216,13705,6975,6730,27243.3611820503,32425.7032258065,22653.4970282318,14.052863918278,96792.4318658281,69968.4305555556,37942.9615384615,2290,6070,5560,72020.4,0,6.42093904448105,1685,27.3931600547196,1489.63887973641,1514.72421746293,643532.692092257,689621.1184514,30.3117647058824,983.852059308073,5525,3655,1870,1061.26935749588,9450,5115,4355,61.6580952380952,66.4667644183773,57.3260619977038,6.66835978835979,5.7713587487781,7.57703788748565,4915,2225,2695,349.790129558978,1475,2015,635,1300,330,605,625,200,2715,2095,155,600,4695,3815,23010,660,225,1440,2385,3.12183173588924,6950,4300,0.0447293447293447,0.372934472934473,0.0384615384615385,0.20968660968661,0.274358974358974,0.0242165242165242,0.0242165242165242,0.477207977207977,0.00056980056980057,0.0566951566951567,0.112250712250712,0.0407407407407407,0.0686609686609687,0.0433048433048433,0.435042735042735,0.535042735042735,0.0173789173789174,0.0595939751146038,0.104125736738703,0.0301244269810085,0.73215455140799,0.0746561886051081,0.780911680911681,0.581196581196581,1.03640416047548,0.532558139534884,0.915980230642504,0.511627906976744,0.538461538461538,1.17451205510907,0.825602968460111,1.15945107865668,0.761690628248034,0.00345822413754636,278185,0.00228265362977874,0.00467314916332656,0.00118626094145982,0.00217481172600967,0.00224670632852239,0.000718946025127164,0.00975969229110125,0.00753095961320704,0.000557183169473552,0.00215683807538149,0.507987220447284,0.0479233226837061,0.140575079872204,0.188498402555911,0.740149094781683,1.65625,0.340909090909091,0.0113960113960114
"N3613",11.50456,6422,5931,19480,11.50456,725,5880,495,8750,2520,450,510,19600,8320,0,490,5580,1050,590,755,10210,455,8945,535,675,250,6445,1010,73283.939639184,11600,2908.18103448276,15120,7850,7290,26242.9682539683,30875.923566879,22477.5233196159,14.8373015873016,98127.8717472119,61402.785942492,38201.3793103448,2460,6422,5931,114991.5,0,6.26155403301152,1915,29.0276595744681,1649.12566178761,1619.84630956088,719498.051853005,744230.234194955,33.5789046653144,875.066334475241,5985,3525,2465,1006.97617564622,10535,5940,4640,61.3062173706692,67.2854377104377,55.2279094827586,6.92771713336497,5.72777777777778,7.65086206896552,5580,2400,3210,351.2868597113,1650,1970,685,1380,310,615,725,175,2800,2695,230,670,5125,4260,25810,670,220,1565,2690,3.11873170731707,8000,4530,0.037217659137577,0.301848049281314,0.0254106776180698,0.44917864476386,0.129363449691992,0.0231006160164271,0.0261806981519507,0.427104722792608,0,0.0251540041067762,0.286447638603696,0.0539014373716632,0.0302874743326489,0.0387577002053388,0.459188911704312,0.524127310061602,0.0233572895277207,0.0598099496925657,0.0754611514812745,0.0279485746226942,0.720514253773058,0.112912241475685,0.776180698151951,0.595482546201232,1.07681755829904,0.543046357615894,0.923544067268764,0.699290780141844,0.540811088295688,1.2801724137931,0.747663551401869,1.218323096793,0.74864475743349,0.00305019191435928,278185,0.00246239013606054,0.00496072757337743,0.0011143663389471,0.00221075902726603,0.00260617934108597,0.000629077771986268,0.0100652443517803,0.00968779768858853,0.000826787928896238,0.002408469184176,0.524878048780488,0.0429268292682927,0.130731707317073,0.173658536585366,0.780487804878049,1.71884984025559,0.328358208955224,0.00770020533880933
"N3614",5.34498,9559,8949,31480,5.34498,735,5270,425,21140,2555,325,710,31330,8370,10,770,15560,1195,585,1670,13050,1015,17235,490,725,450,14775,805,72111.7066711364,18115,2987.24040850124,23675,11730,11960,24498.5727560718,29528.3431372549,20621.8131270903,15.1858078141499,89710.8014184397,54038.4203821656,27084,3570,9559,8949,200986,0,5.61048226801967,2765,29.1804208600183,1678.76169055341,1720.49011402866,608835.730201904,658156.568678732,29.9991549295775,804.066534156293,9005,5465,3550,859.485720263626,16555,9085,7475,61.0350951374207,67.9198679141442,54.4240802675585,7.67447900936273,6.22905888827738,9.22842809364549,8665,3520,5175,762.785441136302,2285,2080,1105,1950,590,985,1100,190,4305,4110,550,1195,8555,7275,41600,1065,235,2355,4935,3.21279953243717,14525,7340,0.0233481575603558,0.167407878017789,0.0135006353240152,0.6715374841169,0.0811626429479034,0.0103240152477764,0.0225540025412961,0.265883100381194,0.000317662007623888,0.0244599745870394,0.49428208386277,0.0379606099110546,0.0185832274459975,0.0530495552731893,0.547490470139771,0.414548919949174,0.0322426937738247,0.0284305192921381,0.0420655642587757,0.0261096605744125,0.857267188859878,0.0467072816942269,0.752064803049555,0.575444726810673,0.980769230769231,0.486376021798365,0.936185793493043,0.649588289112534,0.525889453621347,1.21538461538462,0.680193236714976,1.24797456530708,0.674985904974064,0.00205851731331821,278185,0.00397217678882758,0.00700972374498984,0.00212089077412513,0.00354080917375128,0.0039542031381994,0.000682998723870805,0.0154753131908622,0.0147743408163632,0.0019771015690997,0.0042957025001348,0.576855639976622,0.0274693161893629,0.124488603156049,0.151957919345412,0.848918760958504,2.09554140127389,0.220657276995305,0.0101651842439641
"N3615",7.11945,7002,6608,22706,7.11945,485,3410,595,15165,1740,290,745,22715,5785,0,270,10350,1235,575,1275,9240,690,12795,350,515,495,10575,900,66989.7828389831,13110,3113.40961098398,16905,8305,8610,23570.3972197575,28902.6676700783,19829.5662020906,16.4412304052056,86221.5850144092,46070.209631728,20264.2962962963,2795,7002,6608,156122.8,0,5.31906598114824,1975,27.5398284313725,1551.3657526421,1562.853041988,572413.410454156,626229.863610397,30.5184368737475,786.05912596401,6570,4080,2495,833.737789203085,11445,6265,5190,58.2525557011796,66.4565043894653,50.9933526011561,8.34259501965924,6.07126895450918,11.2804431599229,6725,2660,4050,475.307285655253,1715,1625,615,1225,430,640,640,220,3365,2860,305,815,6125,5250,23760,705,175,1765,3470,3.21771428571429,10445,5185,0.0213599929534044,0.150180569012596,0.0262045274376817,0.6678851404915,0.0766317272967498,0.0127719545494583,0.0328107108253325,0.254778472650401,0,0.0118911300977715,0.455826653747908,0.0543909098916586,0.0253237029859949,0.0561525587950321,0.563507442966617,0.406940896679292,0.0303884435831939,0.0273544353262993,0.0402500976944119,0.0386869871043376,0.826494724501759,0.0703399765533411,0.74451686778825,0.577380428080684,0.964576074332172,0.539054966248795,0.943730362753499,0.611519607843137,0.504051792477759,1.20712909441233,0.65679012345679,1.30323857913901,0.538211918489085,0.00243737630315261,278185,0.00221075902726603,0.00440354440390388,0.0015457339540234,0.00230062728040692,0.00230062728040692,0.00079084062763988,0.0120962668727645,0.0102809281593184,0.00109639268831892,0.00292970505239319,0.566530612244898,0.0285714285714286,0.115102040816327,0.143673469387755,0.85265306122449,1.96600566572238,0.24822695035461,0.0121553774332773
"N3616",10.38975,7428,6768,22824,10.38975,545,5530,505,12500,2580,430,555,22615,8080,0,280,8940,820,720,1210,10975,575,11075,495,640,380,8990,565,71448.2337470449,13185,3730.97307546454,17210,8350,8820,25665.757989541,31006.8323353293,21915.2477324263,14.7121150493899,97518.1035971223,58602.0135501355,33637.6470588235,2440,7428,6768,78364.9,0,6.04263597199785,2140,28.2915509259259,1818.86739364567,1793.33979536887,670749.61631664,695420.406704362,35.1536082474227,784.305331179321,6770,4320,2425,881.635971997846,11875,6275,5600,61.1835789473684,66.7845418326693,56.0013392857143,8.42265263157895,7.0208764940239,9.64116071428571,6290,2575,3700,979.72200315186,1600,1340,855,1520,425,735,870,145,3250,2680,380,790,6240,5290,15640,760,160,1845,3475,3.15584935897436,10435,5305,0.0238783736417806,0.242288818787242,0.0221258324570627,0.547669120224325,0.113038906414301,0.0188398177357168,0.02431650893796,0.354013319313004,0,0.0122677882930249,0.391692954784437,0.0359270942867157,0.0315457413249211,0.0530143708377147,0.485234840518752,0.480853487556958,0.025192779530319,0.0446952595936795,0.0577878103837472,0.0343115124153499,0.811738148984199,0.0510158013544018,0.754030844724851,0.577681388012618,0.94671201814059,0.459943449575872,0.911147011308562,0.561342592592593,0.520285664213109,1.12053571428571,0.695945945945946,1.19255258328627,0.728219008279861,0.00184432011341192,278185,0.00307349425741862,0.00546398979096644,0.00152776030339522,0.00264212664234233,0.00312741520930316,0.000521235868217194,0.0116828729083164,0.00963387673670399,0.00136599744774161,0.0028398367992523,0.556891025641026,0.0256410256410256,0.121794871794872,0.147435897435897,0.83613782051282,1.88346883468835,0.210526315789474,0.00784262180161197
"N3617",8.84975,8533,8070,27201,8.84975,920,7165,555,14815,3000,365,450,27350,9990,5,415,10135,1210,850,1475,13695,580,13035,550,850,335,10550,810,77753.5643122677,15710,3500.25302355188,20905,10430,10485,26738.4338674958,32611.1682646213,22280.8211731044,14.546017699115,100815.617574257,60095.7192982456,36719.34375,2840,8533,8070,140931.6,0,6.1615609984765,2430,26.4881710646042,1698.26321340677,1641.31302003985,630670.208015938,665297.96953006,32.7926782273603,807.932966131489,8100,5495,2595,908.724012656744,14540,7875,6680,60.5020976616231,65.9262857142857,55.240494011976,8.14834938101788,7.75053968253968,8.52904191616767,7760,3190,4545,478.479391565652,2060,1935,845,1845,515,900,1095,215,3885,3575,335,920,7530,6325,38880,980,235,2280,4040,3.13200531208499,12285,6395,0.0338222859453697,0.26340943347671,0.0204036616300871,0.544649093783317,0.110290062865336,0.0134186243152825,0.0165435094298004,0.367265909341568,0.000183816771442226,0.0152567920297048,0.372596595713393,0.0444836586890188,0.0312488511451785,0.0542259475754568,0.479210323149884,0.503474136980258,0.0213227454872983,0.0421940928270042,0.0652090525508247,0.0257000383582662,0.809359416954354,0.0621403912543153,0.768537921399948,0.577552295871475,0.994754411063424,0.444096950742768,0.945740067971405,0.472247497725205,0.534539171353994,1.17889221556886,0.701870187018702,1.19344127697325,0.908723366436709,0.00219961225439795,278185,0.00303754695616227,0.00663227708179808,0.00185128601470245,0.00323525711307224,0.00393622948757122,0.000772866977011701,0.0139655265380952,0.012851160199148,0.001204234592088,0.00330715171558495,0.536520584329349,0.0312084993359894,0.130146082337317,0.161354581673307,0.815737051792829,1.7719298245614,0.239795918367347,-0.00253667144590278
"N3618",4.93327,7329,6887,24917,4.93327,680,4185,445,15590,2260,405,320,24660,7100,10,275,11420,1515,640,1320,10680,825,13140,510,410,165,10930,1155,71307.377232467,14820,2988.46727395412,18840,9425,9430,23429.9843418259,28147.7220159151,20061.4994697773,16.1023885350318,91536.9668435013,50315.5623409669,19844.1290322581,2815,7329,6887,170647,0,5.70635830263337,2140,29.1225181598063,1690.75330877337,1675.25569654796,641632.161413562,689057.155273571,29.5047445255474,807.988129349161,6850,4130,2740,913.056078591895,12935,6900,6025,60.5387707769617,65.8085507246377,55.3366804979253,7.61975260919985,6.52398550724638,9.21344398340249,6965,2960,4025,428.541766434376,1925,2085,735,1380,395,680,700,215,3960,3250,395,940,6805,5745,33790,855,235,1965,3770,3.18545187362234,11320,5700,0.0272906048079624,0.167957619296063,0.0178592928522695,0.625677248464903,0.0907011277441104,0.0162539631576835,0.0128426375566882,0.28494602078902,0.000401332423646506,0.0110366416502789,0.45832162780431,0.0608018621824457,0.0256852751133764,0.0529758799213388,0.527350804671509,0.428623028454469,0.0331099249508368,0.0388127853881279,0.0312024353120244,0.0125570776255708,0.831811263318113,0.0878995433789954,0.756110286150018,0.594774651844122,0.999469777306469,0.493859649122807,0.939691635966708,0.663438256658596,0.519123489986756,1.14522821576763,0.735403726708075,1.18923921949212,0.708094119744905,0.00266260061373902,278185,0.00264212664234233,0.00496072757337743,0.00141991839962615,0.00244441648543236,0.00251631108794507,0.000772866977011701,0.0142351312975178,0.0116828729083164,0.00141991839962615,0.00337904631809767,0.554004408523145,0.0345334313005143,0.125642909625276,0.16017634092579,0.831741366642175,1.91857506361323,0.274853801169591,0.0414175061203199
"N3619",6.87012,4274,3955,14282,6.87012,315,2855,195,7950,1960,270,210,14135,4640,10,455,5735,565,440,740,6510,225,7420,300,390,140,6150,420,78233.0571428571,8510,3460.83196239718,11060,5480,5570,24481.4683544304,30374.3229927007,20560.7594254937,15.3151898734177,100933.132075472,46931.968,22503.619047619,1395,4274,3955,90375.6,0,6.39110903135236,980,21.6035523978686,1651.63968179691,1571.28825456247,700636.602246139,727289.733738886,24.2879310344828,637.634300421151,3950,2815,1160,735.815629386991,7455,3975,3465,59.3499664654594,65.7324528301887,54.0702741702742,8.05244802146211,6.66603773584906,9.37590187590188,4200,1750,2435,372.483405054537,1035,1010,525,970,225,380,490,115,2085,1685,225,515,3940,3380,11655,425,130,1250,2120,3.10748730964467,6720,3300,0.0220557344909677,0.199901974513373,0.01365354992298,0.556644727629184,0.137235681277132,0.0189049152779723,0.0147038229939784,0.32488446996219,0.000700182047332306,0.0318582831536199,0.401554404145078,0.0395602856742753,0.0308080100826215,0.0518134715025907,0.519535079120571,0.455818512813331,0.0157540960649769,0.0404312668463612,0.0525606469002695,0.0188679245283019,0.828840970350404,0.0566037735849057,0.774401344349531,0.595854922279793,0.983842010771993,0.422727272727273,0.92536265793168,0.412078152753108,0.521985716286234,1.14718614718615,0.718685831622177,1.2156855839715,0.710975629233305,0.00228272317574256,278185,0.0018872333159588,0.00348688822186674,0.000808814278268059,0.00136599744774161,0.00176141776156155,0.000413393964448119,0.00749501231195068,0.00605712026169635,0.000808814278268059,0.00185128601470245,0.538071065989848,0.032994923857868,0.107868020304569,0.140862944162437,0.852791878172589,1.696,0.305882352941176,0.0368995938944126
"N3620",14.92063,8635,8164,22380,14.92063,1065,13505,465,2605,4010,640,540,22235,16135,0,700,1080,165,525,570,16395,280,5580,615,1115,275,3405,155,88292.3525232729,10265,2537.78275694106,16565,8145,8425,41199.6184726834,51847.9441375077,33163.1543026706,7.32354361605795,115707.670347003,93820.9007263923,58843.4285714286,1785,8635,8164,27567.7,0,6.00349739432542,2205,22.6284497444634,1700.62246670527,1780.86913723219,550549.018876665,632468.316039375,38.1488120950324,1062.7949044586,8165,5870,2315,1254.92646207296,13360,7005,6355,74.1038173652695,80.2169878658101,68.2682926829268,4.60486526946108,3.42519628836545,5.58332022029898,3875,1420,2465,1827.85173030635,1495,775,1595,2235,750,860,1600,365,2950,2245,225,365,6245,5230,7000,790,210,2065,3170,3.02369895916733,8720,6060,0.0475871313672922,0.603440571939232,0.0207774798927614,0.116398570151921,0.179177837354781,0.0285969615728329,0.0241286863270777,0.720956210902592,0,0.031277926720286,0.0482573726541555,0.00737265415549598,0.0234584450402145,0.0254691689008043,0.249329758713137,0.732573726541555,0.0125111706881144,0.110215053763441,0.199820788530466,0.0492831541218638,0.610215053763441,0.0277777777777778,0.740169794459339,0.458668453976765,0.966765578635015,0.294554455445545,0.945454545454545,0.394378194207836,0.596961572832887,1.10228166797797,0.57606490872211,1.17502554572998,0.613469432742304,0.000782806933548276,278185,0.00573359455038913,0.00803422183079605,0.00269604759422686,0.0030914679080468,0.00575156820101731,0.00131207649585707,0.0106044538706257,0.00807016913205241,0.000808814278268059,0.00131207649585707,0.507606084867894,0.033626901521217,0.126501200960769,0.160128102481986,0.698158526821457,1.53510895883777,0.265822784810127,-0.0201072386058982
"N3621",7.32428,5688,5268,14150,7.32428,315,8700,195,1025,3605,250,195,13815,9345,0,2050,275,60,95,220,9395,290,4145,355,930,235,2595,15,103598.117881549,6395,3554.98827208757,10430,4885,5550,46312.8053691275,61269.6151484135,36722.7405405405,5.82152444870566,132796.50877193,114329.904761905,24064,1485,5688,5268,39653.3,0,6.74027777777778,1365,23.5337822671156,1718.82471870605,1853.36181434599,843436.146272855,927431.014416315,32.9814814814815,868.316807313643,5260,4455,810,862.57753164557,7530,3845,3685,67.0680610889774,73.3338101430429,61.4039348710991,4.03930942895086,3.3630689206762,5.97829036635007,3500,1335,2160,1256.42005554208,1005,480,1405,1365,485,550,1045,305,1490,675,25,125,4230,3670,8120,490,90,1680,1995,2.8580378250591,6815,4155,0.0222614840989399,0.614840989399293,0.0137809187279152,0.0724381625441696,0.254770318021201,0.0176678445229682,0.0137809187279152,0.660424028268551,0,0.144876325088339,0.019434628975265,0.00424028268551237,0.00671378091872791,0.015547703180212,0.292932862190813,0.663957597173145,0.0204946996466431,0.0856453558504222,0.224366706875754,0.0566948130277443,0.62605548854041,0.00361881785283474,0.737102473498233,0.451943462897527,0.88018018018018,0.357400722021661,0.926160337552743,0.181818181818182,0.532155477031802,1.04341926729986,0.618055555555556,1.19428519193415,0.562546934756777,0.00095045270260236,278185,0.00505059582651832,0.00490680662149289,0.00174344411093337,0.0019771015690997,0.00375649298128943,0.00109639268831892,0.00535614788719737,0.00242644283480418,8.98682531408955e-05,0.000449341265704477,0.471631205673759,0.0212765957446809,0.115839243498818,0.137115839243499,0.805555555555556,1.1875,0.183673469387755,-0.00954063604240206
"N3622",11.9749,11648,11290,25577,11.9749,955,18355,250,845,3900,350,265,24570,18425,5,2245,275,45,255,370,16595,340,7525,660,3325,180,3235,145,69867.1286093888,15330,9049.50424005219,20665,9380,11290,35338.9895959352,44470.8379530917,30030.6102745793,15.4749818533753,119098.605108055,79467.8403693931,34579.027027027,2340,11648,11290,103789.2,0,6.03584306318681,2710,18.909701897019,890.955013736264,1157.4035885989,626889.530391484,684499.216088599,39.4194711538462,847.371136675824,11305,9225,2080,1001.79309752747,11345,5690,5615,52.1936976641692,57.2662565905097,48.1789848619769,4.9876597620097,5.09534270650264,5.61024042742654,10260,4145,6095,327.613586371409,1210,955,1505,1755,825,710,1485,525,2850,1260,165,190,7530,6335,45510,970,260,3790,2545,2.64940239043825,11850,7400,0.0373382335692223,0.717636939437776,0.0097744066935137,0.0330374946240763,0.152480744418814,0.0136841693709192,0.0103608710951245,0.72037377331196,0.000195488133870274,0.0877741721077531,0.0107518473628651,0.00175939320483247,0.00996989482738398,0.0144661219064003,0.294209641474762,0.64882511631544,0.0132931931031786,0.0877076411960133,0.441860465116279,0.0239202657807309,0.429900332225914,0.0192691029900332,0.807952457285843,0.59936661844626,0.830823737821081,0.316216216216216,0.96926510989011,0.225474254742547,0.443562575751652,1.013357079252,0.680065627563577,1.18861484430538,0.908221808390467,0.00161280108083004,278185,0.00541006883908191,0.00630875137049086,0.00296565235364955,0.00255225838920143,0.00533817423656919,0.0018872333159588,0.0102449808580621,0.00452935995830113,0.00059313047072991,0.000682998723870805,0.337981407702523,0.0345285524568393,0.128818061088977,0.163346613545817,0.786852589641434,0.671503957783641,0.268041237113402,0.0256871407905541
"N3623",4.0353,6196,5927,16607,4.0353,875,6620,2195,1240,4705,375,615,16215,8090,10,685,540,130,1250,625,8440,170,7600,330,895,395,5870,120,59689.0873966594,9750,3579.82358974359,12610,6335,6290,25541.5911974623,30961.5422257301,21637.5643879173,17.0876288659794,83939.6866359447,59880.1230769231,39847.619047619,3170,6196,5927,137851,0,5.05942543576501,2145,22.0299826689775,1196.18205293738,1168.53211749516,380142.379599742,389428.560845707,46.3643207855974,837.801323434474,5920,2885,3055,953.71965784377,8350,4450,3885,59.5644311377245,64.9470786516854,54.7198198198198,6.94748502994012,6.17359550561798,7.84362934362934,4970,2095,2870,432.019063541116,1580,1900,435,1090,350,540,630,120,2680,1680,110,515,4445,3455,20370,785,185,1300,2170,3.06692913385827,6080,4295,0.052688625278497,0.398627084964172,0.132173179984344,0.0746673089660986,0.283314265068947,0.0225808394050701,0.037032576624315,0.487143975432047,0.000602155717468537,0.0412476666465948,0.032516408743301,0.00782802432709099,0.0752694646835672,0.0376347323417836,0.457638345276088,0.508219425543446,0.0102366471969651,0.043421052631579,0.117763157894737,0.0519736842105263,0.772368421052632,0.0157894736842105,0.759318359727826,0.587101824531824,1.00715421303657,0.738067520372526,0.956584893479664,1.05892547660312,0.502800024086229,1.14543114543115,0.729965156794425,1.18690227536461,0.787084044280117,0.00382014745769187,278185,0.00156370760465158,0.00391825583694304,0.00125815554397254,0.00194115426784334,0.00226467997915057,0.000431367615076298,0.00963387673670399,0.00603914661106817,0.00039542031381994,0.00185128601470245,0.488188976377953,0.0416197975253093,0.176602924634421,0.21822272215973,0.683914510686164,1.66923076923077,0.235668789808917,-0.00108388029144376
"N3624",11.18239,6921,6314,21781,11.18239,340,5760,405,12425,2100,115,280,21555,8615,0,715,8395,780,315,965,11345,365,9810,280,965,255,7955,400,96332.3641114983,12245,3456.98080849326,17155,8560,8590,30712.2550276887,37829.2330607477,25452.8614668219,11.3464587583795,118637.821376281,87739.4716981132,25978.88,1570,6921,6314,85956.2,0,7.30859702355151,1615,23.3120992761117,1658.87169484179,1794.09680681982,872976.517266291,949858.365120647,22.5845070422535,638.315127871695,6275,4835,1420,889.674324519578,11640,6285,5370,61.1265463917526,67.2259347653142,55.7219739292365,6.30528350515464,5.65369928400955,7.54506517690875,6240,2575,3675,593.100410674155,1350,960,1105,1805,570,800,1060,230,2765,2295,225,540,6220,5525,17625,540,165,2120,3415,3.10876205787781,10865,5380,0.0156099352646802,0.264450668013406,0.0185941875946926,0.570451310775447,0.0964143060465543,0.00527983104540655,0.0128552408062072,0.395528212662412,0,0.0328267756301364,0.385427666314678,0.0358110279601488,0.0144621459069832,0.0443046692071071,0.450392543960332,0.520866810522933,0.0167577246223773,0.0285423037716616,0.0983690112130479,0.0259938837920489,0.810907237512742,0.0407747196738022,0.787613057251733,0.562187227400028,0.9965075669383,0.29182156133829,0.912295910995521,0.293691830403309,0.534410724943758,1.17039106145251,0.700680272108844,1.20645285916624,0.749324114695839,0.00134923747001109,278185,0.00397217678882758,0.00648848787677265,0.00204899617161242,0.00287578410050865,0.00381041393317397,0.000826787928896238,0.00993942879738304,0.0082499056383342,0.000808814278268059,0.00194115426784334,0.54903536977492,0.0265273311897106,0.0868167202572347,0.113344051446945,0.873392282958199,1.61084905660377,0.305555555555556,0.0163445204536062
